squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
61089,16,0,1,40,37124,2,7,2020,0,0,8139,7229,129,1,10,6112177.1
58706,26,1,0,46,56277,6,1,1993,1,1,3034,383,246,1,5,5879090.3
65822,85,0,0,70,1843,5,3,2006,0,0,6279,8537,396,0,5,6585590.6
84744,92,0,1,92,94707,10,7,2004,1,0,7733,9476,563,0,9,8480881.4
94966,64,0,1,63,84535,7,7,2000,0,0,6641,1953,216,0,1,9505250
63242,26,0,1,16,53257,2,2,2017,0,0,1237,8309,612,1,2,6327623.7
28600,63,1,0,64,36833,4,1,2017,1,0,759,9949,973,0,7,2869556.7
50956,33,1,0,37,84479,5,5,2008,1,1,3821,4703,521,0,3,5096675.8
7159,70,1,0,38,57679,7,3,2015,0,1,8472,7593,418,0,10,718273.5
86163,8,0,0,63,54296,3,9,2012,0,0,9983,7378,158,1,8,8621912
30821,37,0,0,52,76474,7,10,2015,1,1,4922,7451,158,1,8,3086776.5
14878,14,1,0,41,75385,8,4,2000,0,0,7372,771,567,1,1,1491712.2
66812,50,0,0,26,57644,2,5,2006,1,1,9751,8313,262,0,10,6687761.6
6049,99,0,0,74,98637,5,10,2008,0,0,7645,4877,475,1,5,608869
6284,5,1,1,50,50782,4,5,2016,0,0,5359,973,768,1,1,631188.6
52324,53,1,1,35,6441,8,9,2009,1,1,6018,1466,653,0,5,5240655.9
77439,8,1,0,23,78418,9,8,2007,1,1,8951,986,528,1,3,7754431.7
22773,26,1,1,4,37194,6,8,2009,1,0,5361,6594,554,1,6,2283953.9
921,8,1,1,18,98833,9,10,1997,0,0,1819,5189,525,1,0,105739.7
89019,50,1,0,89,92011,4,8,2006,1,1,2182,4408,368,0,5,8904528.6
146181,38,0,0,88,10837,6,7,2000,0,0,5953,8529,1000,0,10,1468435.1
32136,18,1,1,87,67856,6,2,2000,1,0,1609,9662,190,1,4,3227676.2
58551,98,0,0,60,93928,8,9,2000,0,1,7431,6968,865,0,9,5862285
91537,74,0,0,30,8424,10,6,2003,1,0,7624,9238,498,1,3,9157875.3
79275,76,1,0,96,13554,5,9,1995,1,1,3935,1354,759,1,9,7930383.5
10500,89,1,1,26,10616,1,6,2013,0,1,5198,7617,571,1,1,1057021.3
14692,78,1,1,79,68357,6,2,2000,1,0,5359,5697,666,0,5,1477101
89396,58,1,1,86,33939,8,8,1993,1,1,6698,4147,303,0,6,8949480.3
17317,85,0,1,73,1676,8,5,2000,1,0,2257,5476,178,0,0,1738012.1
79760,98,1,0,37,59094,3,5,2000,1,1,9477,3186,965,0,0,7986501.2
20863,31,0,0,69,13451,1,3,2019,0,0,4979,3283,682,1,0,2086593.9
8977,53,1,1,54,91218,1,5,2014,1,0,4552,4922,835,0,9,905963.4
14588,38,0,0,43,32561,9,5,2003,0,1,5173,3192,178,1,10,1459601.3
81472,32,0,1,6,58173,7,8,2013,1,1,3158,732,722,1,1,8157989.3
8090,89,1,1,54,979,9,4,2020,0,0,4493,5437,221,0,6,811168.1
84651,81,1,0,64,93627,7,8,2007,1,0,2624,6267,936,0,9,8469947.7
56902,38,1,0,60,58753,4,7,2001,0,0,9311,2733,956,0,3,5694751
62064,42,1,0,13,26195,7,3,2003,1,0,6501,2600,101,0,5,6210682.3
34723,54,1,0,42,50388,1,10,2003,0,0,9617,4390,414,1,10,3476474.3
14692,86,1,1,80,67882,4,4,2000,1,1,529,7536,666,1,6,1477101
48144,75,0,0,67,7559,8,9,1995,0,1,7282,653,802,1,0,4820543.5
32974,50,1,1,81,308,6,7,2016,0,1,3513,8681,211,0,2,3307652.6
53735,89,1,0,81,2423,9,6,2006,0,0,7660,9708,976,0,9,5384554.6
81805,85,0,1,73,45481,6,2,2003,1,0,817,7865,818,1,6,8186061.3
79822,58,1,0,64,76879,3,3,2003,1,0,7427,7138,572,0,4,7987847.3
27925,6,0,0,34,7965,8,9,2005,1,0,2462,2376,247,0,0,2805117.1
3990,16,0,1,50,77572,5,7,1996,1,1,3076,9696,772,0,5,404538.6
32156,13,1,0,38,92517,8,7,2009,1,0,783,973,866,1,8,3223835.9
86399,87,0,1,35,1906,3,10,1998,0,1,4237,9579,692,0,10,8644081.8
33028,65,1,1,76,28557,5,10,2016,1,1,9181,3493,275,1,6,3307652.6
7330,39,0,0,22,86628,9,9,2014,1,0,5865,6957,712,0,5,740586.4
93112,77,1,0,75,6968,9,3,1993,1,0,4692,6968,142,0,10,9317076.3
42276,4,0,0,22,795,4,3,2006,0,1,4500,8410,424,0,7,4229850.6
98764,26,1,0,36,95164,4,8,2006,0,0,7241,5726,455,1,10,9879117.6
61924,86,1,0,27,26593,3,7,2003,1,1,4010,3798,546,1,10,6198532.3
86472,77,0,1,21,93765,7,6,2007,0,0,3561,3537,867,0,2,8649820.7
60399,38,0,1,50,88956,5,1,2006,1,1,9738,8258,308,0,7,6046439.6
16411,46,1,1,49,39564,9,9,2000,1,1,6225,4918,850,1,10,1652454
32910,56,0,1,70,78375,6,9,2000,1,0,6521,6556,775,0,5,3301042
34195,85,1,1,92,69262,8,7,2000,0,0,9143,2846,444,1,5,3435606.2
73314,56,1,0,36,77326,3,6,2018,1,0,833,1089,751,1,4,7336538.8
5758,85,0,1,64,979,8,5,2000,0,0,9789,3037,220,0,9,581130
45827,60,1,1,61,51526,10,8,2006,1,0,7249,6045,209,1,7,4590725.6
95273,66,1,1,62,22419,2,2,1994,1,0,1713,1255,274,0,6,9537187.4
3963,51,1,1,35,35402,2,6,2009,0,1,7175,9384,307,1,9,408380.9
488,46,0,1,34,694,4,3,2000,0,0,2936,3132,736,1,8,53933.1
8649,11,1,1,6,66656,3,4,2003,0,1,7134,8678,812,0,7,866991.3
90716,26,0,1,26,81310,6,7,2007,1,1,812,2581,268,0,2,9079770.7
72390,42,1,0,64,72628,7,8,2013,0,0,6877,5894,378,0,8,7247720.3
33055,7,1,1,42,45851,1,5,2000,1,0,2259,6535,901,1,7,3308068
43402,7,0,0,58,36610,10,6,1999,0,1,3821,3941,901,1,5,4344251.9
89022,58,0,0,36,15308,1,7,2004,0,1,5217,4753,241,0,5,8904794.4
96791,85,0,0,55,841,6,9,2016,0,1,1629,829,933,1,1,9683741.6
96577,36,1,0,79,91668,3,9,2020,1,1,1114,5389,314,1,9,9662991
31585,49,1,0,44,63049,9,6,2016,0,1,5959,2693,649,0,3,3165163.6
37494,61,0,1,62,49696,2,4,2006,0,1,1537,6388,349,0,10,3752888.6
67843,76,1,0,36,66576,7,6,2018,0,0,7612,5657,955,1,1,6786741.8
77100,26,0,1,70,65843,8,5,2004,1,0,8174,8862,108,1,5,7719293.4
59834,86,0,1,15,64277,10,4,2018,0,0,7692,1145,800,0,0,5992116.8
34441,46,0,0,10,16261,7,10,2000,0,1,1238,1279,835,1,3,3447690.2
59718,69,1,1,81,12384,10,5,2008,1,0,4952,4265,145,0,7,5984334.8
11875,47,0,0,35,78275,8,5,2018,1,0,5359,8247,404,0,9,1191250.8
36559,47,0,0,75,38377,10,3,2007,0,0,6432,4826,325,0,4,3658559.7
81653,12,1,0,12,33850,7,7,2005,0,1,7248,9643,308,0,9,8166002.5
43636,11,1,0,50,77958,5,7,2007,0,0,759,9105,495,1,8,4373848.7
60759,99,0,0,55,51619,7,5,2006,1,0,7843,5754,771,0,7,6079351.6
54774,22,1,0,16,77004,7,10,2008,1,0,7738,7239,123,1,10,5484776.8
65165,74,0,0,86,21070,5,2,2016,1,0,9446,9872,905,0,5,6523661.6
61350,9,0,1,53,22621,1,6,1995,1,0,728,5078,424,1,2,6139665.5
56509,85,0,0,68,49492,8,3,2019,1,1,4904,4145,949,1,6,5654739.9
27649,81,0,0,12,42323,8,8,1997,1,0,9173,7791,414,0,8,2770975.7
44248,26,0,1,100,72344,5,4,2018,1,0,3054,8309,811,0,2,4431469.8
19198,41,1,1,86,57213,6,8,2003,0,0,8583,8103,327,0,2,1921930.3
61694,47,1,0,74,23151,4,7,2006,0,0,2437,3544,775,1,6,6172206.1
55671,5,0,0,25,54833,6,7,2001,0,1,1111,5656,125,1,3,5576601.1
46367,81,1,1,18,48157,9,7,2014,1,1,2134,7241,664,1,4,4641159.4
53852,64,1,0,97,23294,6,7,2009,0,0,5120,1021,531,0,8,5394409.1
84235,88,0,0,74,68472,9,10,2004,0,0,7229,9237,100,0,8,8431030.4
73885,26,0,0,60,33591,6,7,2019,1,1,7448,7384,597,1,8,7393278.9
33279,17,0,1,65,75883,8,6,2019,0,1,9389,4331,120,0,2,3333351.9
60863,52,1,0,63,24554,8,4,2005,0,1,8732,6521,692,1,1,6091262.5
35634,50,0,1,55,42683,9,3,1998,0,1,7731,9651,981,1,3,3568972.8
40953,3,0,0,8,50040,10,8,2017,1,0,9739,5639,996,1,10,4102780.7
6032,15,0,0,69,71053,3,7,1997,0,0,1636,3442,676,1,4,613823.7
46356,6,1,1,34,5835,8,6,2007,1,1,8654,7566,212,0,7,4648974.7
62960,38,1,1,45,1906,7,4,2013,0,0,8337,4308,377,0,10,6305088.3
9494,26,1,1,59,58458,10,6,2013,0,0,4773,8101,779,1,5,958561.3
77566,9,0,0,25,78155,1,5,2009,0,0,9042,2485,215,0,9,7762684.9
81902,1,0,1,1,11236,8,6,2011,1,0,9018,6653,742,1,10,8192941
14344,78,1,1,79,89634,5,4,1993,1,0,477,3919,982,0,3,1446006.3
99301,85,1,1,80,85398,9,2,2014,0,0,8609,9177,732,0,6,9941220.4
16214,81,0,1,64,78230,1,5,2015,0,1,9431,8172,685,0,0,1629077.5
86184,94,1,0,4,89313,5,4,2000,1,0,8838,1960,647,0,6,8624330.2
96526,5,0,0,65,1147,5,7,2005,0,1,9678,7376,506,0,6,9657380.5
24004,6,0,0,28,67648,2,9,2003,1,1,6417,2371,831,1,8,2414637.3
26611,71,0,0,21,13253,2,7,2000,1,1,15,7414,846,0,8,2662493.2
16006,55,0,1,76,22943,2,6,2000,1,0,783,783,643,0,4,1610901
69685,23,0,0,16,24556,6,4,2016,0,1,3555,3994,493,0,1,6972311.6
95388,85,1,0,37,30584,8,6,2008,0,0,4226,3388,944,0,5,9543098.8
37944,37,1,0,27,46144,5,3,1995,1,1,8714,3853,470,0,5,3799916.5
71588,55,1,1,89,84208,5,10,2000,1,0,7668,8945,647,1,4,7167821.2
46367,86,1,0,39,22459,5,5,2014,1,1,7793,7837,489,1,1,4641159.4
34195,47,0,0,73,29555,7,9,2005,0,1,2459,3806,769,1,7,3428702.5
58314,6,1,0,38,9154,7,7,2003,1,0,2614,9581,198,1,8,5836299.3
76649,54,0,0,67,69408,7,7,2013,0,1,981,3173,209,0,1,7667431.3
75523,2,0,0,69,84390,2,10,2005,1,1,6575,646,618,0,9,7559081.5
54096,76,1,1,59,82008,7,1,2009,1,1,77,1932,445,0,5,5421215.9
21106,7,0,0,46,55062,8,3,2005,0,0,9968,8764,209,0,7,2114088.5
47781,26,0,0,41,27120,6,5,1993,0,1,5689,3436,211,0,9,4779776.3
43188,5,0,1,41,71260,8,8,2016,1,0,755,3528,904,1,2,4320637.6
68006,80,0,0,63,64623,4,7,2010,0,0,5359,4532,544,0,4,6812540
7139,98,1,0,80,99577,1,1,1998,0,1,8057,3481,248,0,1,724579.8
90797,57,0,1,35,83534,4,10,1998,1,0,5367,4033,476,0,3,9082814.8
41992,20,1,0,80,308,5,1,1996,0,1,6381,4926,877,1,2,4205820.6
57441,23,0,0,47,59184,4,4,2013,1,1,3715,6584,324,0,8,5754031.3
3814,73,1,0,26,39939,4,6,2007,1,1,8940,8112,753,1,8,386744.7
42903,34,1,1,60,10660,7,2,2000,0,0,6292,4789,607,1,4,4297348.1
75339,45,1,1,20,58542,5,9,2015,1,1,979,478,374,1,8,7545974.5
43239,35,1,1,7,62592,9,9,1996,1,1,677,3793,466,1,4,4330567.6
39215,16,1,0,22,55337,8,7,1994,0,0,6760,5647,415,1,10,3927273.4
64179,6,0,0,32,25402,8,3,2016,1,1,1635,6651,109,0,7,6422934.6
53404,45,0,0,70,89878,4,10,1999,0,0,3298,254,357,0,2,5343461.9
19174,16,1,1,14,36122,5,4,1996,1,0,8583,2933,192,1,6,1923170.6
1932,89,0,1,5,92659,9,9,2015,1,1,8886,4926,775,1,5,201541
35985,100,0,0,51,21010,7,10,1997,1,1,3565,34,430,1,10,3610020.7
65711,53,0,1,25,68854,6,1,2000,1,1,542,4531,338,1,2,6579419.2
18237,62,0,0,59,64247,5,9,2008,0,0,4896,5426,248,1,4,1833338.1
1782,4,0,0,64,43289,2,6,1998,0,0,4238,8521,849,0,4,184784.8
57789,26,0,1,45,5764,7,8,2008,0,1,4332,7192,455,0,6,5787699.8
91395,21,1,0,61,3769,3,6,2017,0,0,6386,1825,383,1,8,9145192.7
24628,32,0,1,55,90781,5,3,1998,0,0,8607,989,978,1,4,2469754.8
34703,33,1,0,55,85004,5,2,2006,0,0,9584,5079,982,1,5,3476698.6
32794,16,0,1,37,46757,6,5,1996,0,0,8174,9034,880,1,4,3279960.6
71040,55,0,1,38,29754,3,5,2015,1,0,6398,711,794,1,3,7110801.5
13296,66,0,1,37,97290,2,6,1993,0,0,6784,3223,162,1,8,1336777.3
79822,64,1,1,57,64898,2,9,2003,0,0,6754,7699,975,0,3,7987847.3
32419,36,1,0,51,16796,2,2,2000,0,1,8486,3313,696,0,8,3253478.1
95795,75,1,0,62,52035,1,7,2000,0,0,5980,5379,178,0,10,9585545.2
488,86,0,0,57,49456,2,10,2000,0,0,7844,6057,245,0,2,53940.1
76316,56,1,0,56,25354,1,7,2015,0,1,8819,262,776,0,8,7634333.5
54872,77,1,1,45,64654,3,9,2015,0,0,5447,9199,302,0,4,5491066.5
61311,89,1,1,18,50035,1,6,2008,1,0,3805,4349,616,1,10,6137635.8
33862,46,0,0,35,19449,9,8,1997,1,0,5645,6431,946,0,2,3389495.7
63163,38,1,0,38,72054,10,6,2008,0,1,3926,8414,546,0,7,6324361.8
21722,38,0,0,58,17267,4,6,2017,1,0,5319,8090,704,1,10,2175975.7
55144,42,1,1,25,79478,9,6,2007,0,0,439,7183,498,0,3,5526674.7
37471,35,0,0,12,44690,4,5,2004,0,0,3579,9134,626,0,6,3747950.4
97193,35,0,0,18,74477,5,7,2009,0,1,485,5631,456,0,7,9723642.9
14878,39,1,1,18,35351,2,10,2000,1,1,2829,4966,294,1,1,1491712.2
14004,5,1,0,66,22936,8,1,2004,0,1,1559,5243,914,0,3,1410301.4
82560,27,1,0,31,84861,8,9,2018,0,0,3238,6783,190,0,8,8258817.2
14823,45,1,0,32,40872,6,9,1993,1,0,5662,1598,929,1,8,1484434.3
80823,13,1,1,31,53510,5,9,2004,0,1,1736,951,253,0,10,8088333.4
98764,66,0,0,35,95164,9,6,2006,0,0,1337,5526,455,0,10,9879117.6
49942,4,1,1,98,91373,10,1,2000,1,1,8764,6411,465,0,4,5001819
51813,78,0,1,49,19684,7,2,2009,1,1,3878,6690,521,0,4,5187344.9
6373,10,1,0,38,69547,2,9,2015,0,1,7988,5246,719,0,8,646190.5
32794,98,0,1,27,30467,1,5,2016,0,0,8950,8511,653,1,6,3279960.6
49026,26,0,0,27,6161,7,8,2020,1,1,1926,410,109,0,6,4904339.1
90700,22,1,1,70,68107,8,4,2006,1,1,7781,2385,847,1,0,9080106.6
86526,89,0,1,70,99624,9,8,2003,1,1,9189,8678,735,1,8,8668619.3
18014,49,1,0,70,66817,4,3,2015,1,0,5238,4770,877,0,7,1810349.5
27810,46,0,1,83,42544,10,5,2000,0,1,4900,2736,205,0,5,2792637.2
94912,54,0,0,16,30010,7,2,2008,0,1,28,5478,692,0,10,9499780.8
27586,46,0,1,41,26626,8,9,2011,0,0,4198,315,674,0,8,2762137.1
23330,49,0,0,34,50388,4,10,2006,1,1,1431,5993,417,1,6,2336874.6
16999,50,0,0,71,67427,6,2,1996,0,0,4208,4915,705,0,4,1700539.6
29753,58,0,1,45,21369,2,4,2017,0,1,9249,2292,116,0,4,2986236.7
26484,33,0,1,37,83634,5,3,1997,1,1,774,71001,663,0,1,2654798.7
95065,49,1,1,49,88676,1,8,2009,1,1,5463,406,421,1,9,9516892.9
90874,76,1,1,22,67229,8,7,2009,0,1,677,5381,627,1,5,9094822.9
75616,38,1,0,60,78777,5,10,2006,0,0,3815,9248,269,1,10,7571050.6
82525,47,0,1,60,47726,5,5,2008,1,0,7835,7718,116,1,6,8258910.8
53735,16,0,1,52,7620,9,7,2006,0,0,9590,6696,269,1,9,5384554.6
59730,61,1,1,64,2866,2,5,1993,1,0,3473,7354,736,1,10,5981354.3
11247,45,1,1,17,40281,2,6,2008,1,1,815,5786,628,0,2,1129896.8
28399,50,0,0,90,47944,2,9,1993,0,0,9599,1664,116,0,3,2844533.3
49411,50,1,0,28,33938,6,3,2020,0,1,3292,3329,655,1,0,4944414.2
33622,78,0,1,77,87274,10,8,2014,0,0,5428,9886,562,1,4,3371927.4
48478,59,0,0,89,54407,7,7,2013,1,0,8181,8791,681,0,10,4852762.3
53104,82,0,1,14,85241,8,4,2006,1,1,8473,82,707,0,3,5314198.6
44838,49,1,1,77,19697,7,4,2009,0,0,827,2556,208,1,2,4491363.9
9940,6,1,0,9,74405,1,6,2014,1,1,8177,744,878,0,5,1003072.4
88307,5,1,1,91,27559,7,2,2005,0,1,8712,5416,482,0,8,8837519.5
41269,12,0,1,67,37200,8,7,2019,1,1,8132,8594,417,1,8,4136202.9
20375,8,0,1,86,65388,2,5,2007,0,1,4286,5125,501,0,2,2042174.7
1796,4,0,0,7,77062,1,8,1997,0,0,4575,4685,124,0,9,180265.7
54473,9,0,1,64,93034,9,10,2015,0,0,9778,9698,419,0,6,5452279.5
42734,78,1,1,8,3854,5,2,1995,0,0,4391,9106,424,0,5,4279195
93703,38,1,0,45,17773,5,7,2018,0,0,8342,8339,579,1,10,9377879.8
5706,45,0,0,22,32003,5,6,2005,1,0,73,6360,155,0,8,574164.5
5140,74,0,0,65,95974,5,1,2006,0,0,7473,880,882,0,3,515580.6
30403,44,0,1,45,9412,8,5,2017,1,0,7593,5090,490,1,1,3049116.7
99636,41,0,0,32,47798,9,2,2004,0,1,2592,950,126,0,5,9964270.4
92594,8,1,1,34,50452,8,2,2016,0,0,3520,3381,377,1,0,9265539.6
48691,45,0,0,4,85454,8,4,2008,1,0,8181,7269,314,1,3,4873423.1
32084,27,0,0,41,72927,6,9,2015,0,1,1911,406,824,0,5,3214809.5
7426,35,1,0,65,28785,6,9,2013,0,0,9709,4010,758,0,7,748575.3
51021,59,1,1,85,52712,5,4,1995,0,1,1437,152,114,1,10,5108595.1
43906,76,0,1,86,69679,6,2,2013,1,1,9049,3805,601,0,7,4397835.3
6313,56,0,1,69,36290,7,7,2014,0,0,9535,6595,126,1,7,641055.4
35958,100,1,0,36,83634,1,8,1995,0,0,9794,3627,951,0,7,3602301.5
16847,77,0,1,46,31226,8,7,2009,0,1,3657,9456,214,0,7,1687484.9
89492,45,0,0,55,671,2,1,2003,1,0,5930,1754,280,0,9,8957726.3
72180,63,0,0,13,82398,7,3,2000,1,0,9496,82,168,0,9,7219819
35714,84,0,1,54,7831,8,7,1993,1,0,9586,6676,902,0,2,3578983.3
89237,5,1,0,5,64269,2,5,2004,0,0,17,8936,299,0,8,8935828.4
30603,27,0,1,49,2693,6,2,2000,1,1,7510,2704,682,0,5,3071424.1
72207,56,0,1,22,43866,2,3,1996,0,0,5180,471,472,0,4,7230004.6
17553,19,0,1,15,68216,2,7,1997,1,0,5359,3132,312,0,1,1757689.7
92629,55,0,0,52,8072,8,2,2003,0,0,6121,3604,904,1,4,9263965.3
15434,59,0,1,39,78551,6,2,1995,1,0,8141,8233,225,0,8,1547287.5
90849,38,1,1,59,73912,4,9,2005,0,0,2485,653,814,1,3,9089937.5
64246,80,1,1,50,7469,9,9,1995,1,1,843,843,438,1,1,6435521.5
99278,4,1,1,84,74517,8,4,2004,1,0,8428,2837,138,0,0,9932606.4
94109,73,0,0,92,91579,9,5,2014,1,0,8870,4977,274,0,0,9417855.4
55289,96,0,0,37,8389,5,10,2019,1,0,6492,7871,123,1,10,5531801.9
49114,18,1,1,69,42286,7,4,1995,0,1,9888,1754,105,0,2,4919199.5
32088,38,0,0,33,42600,5,6,2018,1,0,4767,4343,635,0,5,3216535.8
17109,89,0,0,34,32526,1,9,2020,1,1,8173,8440,864,0,6,1719159
27286,59,0,0,32,90262,6,2,1996,0,1,4136,959,655,1,10,2728938.6
44208,13,1,0,11,41113,10,9,1999,1,1,9134,414,555,0,8,4425818.9
58938,54,1,0,61,51038,8,6,1996,0,0,491,824,576,1,6,5905161.6
58036,64,0,1,11,92610,7,6,2007,1,0,2485,2477,865,1,4,5809016.7
53067,44,0,0,44,74263,8,5,1990,0,0,2740,8197,774,0,7,5312209.1
64329,23,0,1,35,94901,5,5,2019,1,1,4398,2455,212,1,4,6436473.9
9374,48,0,0,63,25477,7,4,1998,1,1,3233,2513,431,1,6,948170.8
88274,67,1,1,42,78669,9,5,2020,0,1,5497,9438,298,1,10,8832114.1
36477,4,0,1,45,18660,4,4,2000,0,1,7672,5783,178,0,3,3649873.1
19649,17,0,1,11,87255,4,2,1999,1,0,7113,4,795,1,4,1970018.9
50599,55,1,1,64,21075,4,1,2016,0,0,8685,8636,884,0,8,5067362.6
75839,61,0,0,89,96579,2,8,2019,1,1,4774,4231,309,1,0,7595476.9
44251,78,1,0,35,93839,1,8,2007,0,0,7906,7922,905,1,0,4434233.7
27725,44,1,1,41,36132,3,4,2000,1,0,5175,4405,374,0,6,2791784.1
15859,4,1,0,91,27623,5,7,2010,1,1,4156,7870,144,0,9,1588729
5808,51,0,0,5,59574,2,5,2014,1,0,7310,9357,486,1,4,582907.4
69165,64,1,1,77,95559,4,2,2009,0,0,3936,8943,757,0,4,6926290.9
68449,69,1,0,74,50384,5,3,1995,1,0,5886,6930,822,1,10,6852081.2
66169,61,0,0,66,66937,6,5,1993,0,0,4092,3120,239,0,6,6623375.3
73117,69,0,0,54,72914,6,10,2004,0,0,626,9737,104,1,3,7317591.4
875,92,1,0,74,2661,7,5,2009,0,0,2675,2136,254,1,9,94145.9
68933,6,1,0,85,86759,3,2,1999,0,1,8019,2680,535,1,7,6894438.9
25210,13,0,1,37,98496,10,2,1994,0,1,5574,9026,254,0,0,2525784.4
35272,26,1,1,78,40829,6,8,1993,1,0,8108,4940,690,1,6,3537699.3
21865,38,0,1,80,34643,10,6,1993,0,1,8609,4385,324,1,5,2191960.3
28694,37,1,0,18,58103,2,5,2000,0,0,2159,2452,350,1,4,2870499.1
41992,20,1,0,20,7197,6,3,1996,1,0,2675,7837,135,1,8,4205820.6
60305,100,1,1,25,17172,6,2,2019,0,1,4878,6778,976,0,8,6038984.9
40571,60,1,0,68,67843,9,3,2014,1,0,9731,3042,905,0,9,4058935.4
47701,62,0,1,24,87468,5,8,2013,0,0,981,8708,681,0,5,4776062.3
18586,4,0,1,15,91250,5,4,1997,1,0,5282,8651,377,1,5,1862622.7
51050,49,1,1,47,11202,1,6,2009,1,0,3381,9299,437,0,5,5107815.9
94744,86,0,1,50,8101,2,6,2000,0,0,1017,3418,186,1,10,9477533
89022,44,1,0,49,15308,4,10,2004,1,0,4149,5470,166,1,6,8904794.4
86045,13,1,0,64,64835,3,2,1990,1,1,2551,3558,239,1,6,8605790.1
49466,97,0,0,54,18199,5,7,2014,1,0,7745,1559,812,1,3,4953389.4
98294,95,0,1,24,19697,2,2,2000,0,1,7195,7786,185,1,2,9835842.2
24943,64,1,1,80,56973,3,4,2000,0,0,3292,2180,841,1,7,2499961.1
72467,84,1,0,56,21239,1,9,2004,0,0,8249,4046,349,0,8,7257594.4
88120,8,1,1,16,41181,4,8,2009,1,0,8059,6205,479,1,10,8816378.9
62691,20,1,0,49,97769,4,9,2008,1,1,4963,4612,429,1,4,6271214.8
72449,37,1,1,17,69459,9,5,2003,1,0,4963,515,410,1,8,7252083.3
34210,58,0,1,3,68937,3,7,1994,0,1,7131,16,932,1,7,3425977.4
69375,8,0,0,22,96016,4,1,2003,1,1,7454,3508,130,1,7,6952253.3
21112,8,1,0,38,84000,7,3,2019,1,1,8175,4306,953,1,8,2121485.9
66169,67,0,0,64,61931,2,3,1993,0,0,2129,3120,239,1,6,6623375.3
66045,78,0,1,18,39638,7,7,2019,1,0,5579,1546,366,0,2,6607358.9
56505,69,0,0,23,17849,3,1,2003,0,0,6431,9248,719,1,7,5651670.3
9130,90,1,0,85,50164,9,3,2000,1,0,1558,3027,662,1,9,921139.2
22884,37,1,0,5,63749,7,8,1994,1,1,4644,4910,437,0,6,2292005.4
14052,92,1,0,67,53236,3,6,2013,1,0,7723,8036,987,1,8,1411943.3
2267,21,1,0,72,10408,6,9,1995,0,0,705,1506,607,0,10,228087.5
28399,50,0,0,34,86559,7,5,1993,0,0,8627,5033,199,1,4,2844533.3
31244,54,1,0,42,91949,9,9,2000,0,0,4398,6653,693,1,6,3132092
21581,74,0,0,85,11840,3,6,2007,0,1,8778,4409,810,0,0,2166100.7
29370,15,0,0,45,29038,4,4,2000,0,0,1329,1446,429,1,3,2938725.2
2267,19,0,0,83,72796,9,10,1995,0,0,1797,8312,234,1,8,228087.5
32442,3,1,1,8,39752,5,10,2004,1,1,5473,7842,831,0,8,3252838.4
47870,100,0,0,41,46524,9,7,2018,0,0,4318,4179,833,0,5,4795565.8
64256,88,0,0,87,69329,8,2,1994,1,1,6445,8214,308,1,0,6438154.4
79361,70,1,0,62,7785,3,10,2009,1,1,8251,5513,526,1,5,7946598.9
91626,89,1,1,75,54812,4,7,2000,1,1,774,3408,101,0,8,9169068.1
10320,78,1,0,7,49748,9,10,2015,1,0,9535,2259,224,0,9,1033047
6738,80,1,1,55,54535,6,2,2013,1,0,8337,2127,128,1,8,680185.3
57133,8,1,1,38,13197,2,7,2019,0,0,3714,4342,473,1,1,5718350.9
82202,56,1,1,89,47589,7,10,2014,0,0,9382,1438,885,0,8,8227563.4
12834,19,1,0,65,97113,7,2,2014,1,0,7248,8889,748,1,1,1293966.4
9916,13,1,1,16,98525,1,1,1995,0,1,4015,8177,109,1,7,997349.5
16771,46,1,0,50,88314,5,6,2014,0,1,5328,7031,691,1,8,1682658.4
35108,76,0,0,80,7620,4,4,2009,1,0,3391,8521,494,1,4,3515504.9
87887,5,0,1,55,7983,7,7,2009,0,1,251,3645,933,1,3,8802291.9
35631,14,1,0,59,97548,6,10,2018,1,0,7249,3754,276,1,9,3568002.8
50013,87,1,1,84,45281,4,2,2014,1,1,675,9940,973,1,7,5014166
32593,32,1,1,54,32645,3,8,2006,0,0,2851,1677,527,1,4,3265750.6
81430,64,1,1,75,10798,9,9,2020,1,1,7410,1777,975,1,6,8147920
60162,93,0,0,100,54382,6,9,2014,1,0,4506,9105,880,1,9,6020751.4
40286,87,1,0,81,21492,8,1,1993,1,0,5166,9140,114,0,8,4035154.3
26580,48,0,1,35,40392,5,7,1997,0,1,3710,8862,279,1,7,2666936.7
44175,50,0,0,45,73116,5,5,2005,0,1,5481,3960,162,1,6,4418372.5
15290,26,0,1,35,96877,8,10,2009,1,0,8178,6127,911,0,5,1533827.9
10212,97,0,0,83,97684,8,2,2008,1,1,815,4806,934,1,3,1032298.8
10141,42,1,1,35,29357,3,5,2000,0,0,8593,8439,891,0,4,1020597.1
65297,86,0,0,66,22796,3,5,2017,1,1,4145,1264,126,1,9,6536489.7
81793,8,1,1,37,27489,2,6,2018,1,0,8685,7235,221,0,5,8184784.8
7822,83,0,0,5,38332,3,1,1994,0,1,4909,7114,404,0,0,783295.4
94261,94,1,0,31,2587,1,4,2008,0,0,5662,7459,164,0,0,9429690.8
94015,99,1,1,99,28102,8,5,2000,1,0,842,8988,840,0,3,9409921.2
